LIBID,LIBNAME,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,HRS_OPEN,VISITS,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,PHYSCIR,LOANTO,LOANFM,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,GPTERMS,PITUSR,WIFISESS,WEBVISIT
MI0227-002,MERRILL DISTRICT LIBRARY,LD,SO,Y,OTH,3433,3433,1,0,0.6,0.34,0.94,80329,2517,0,7791,90637,-9,-9,-9,5385,0,301,5686,-9,73944,1718,17724,0,52,0,306,0,1474,15458,1726,15478,5572,0,15478,1582,1601,81,29,0,683,267,0,6,708,1825,2080
MI0228-002,MILAN PUBLIC LIBRARY,CI,SO,Y,OTH,17511,17511,1,0,3.6,1.9,5.5,373247,13900,0,20602,407749,228536,28105,256641,27393,1567,10572,39532,133857,430030,4511,32860,27472,2973,7824,5271,0,2521,48196,5408,79627,35388,8424,71203,4581,4462,288,193,51,6311,5522,414,19,9953,7121,29666
MI0229-002,MILFORD PUBLIC LIBRARY,CI,SO,Y,OTH,15736,15736,1,0,7.18,6.63,13.81,1089405,11540,0,42228,1143173,507934,61708,569642,46164,9516,10220,65900,391219,1026761,29076,68401,15927,3496,5225,6716,759,2868,125609,7125,176875,94655,10829,166046,16660,14563,331,212,38,9732,6713,1244,29,10907,8250,118905
MI0230-002,MILLINGTON ARBELA DISTRICT LIBRARY,LD,SO,Y,OTH,7424,7424,1,0,1,2.25,3.25,209327,2742,0,15463,227532,111032,7282,118314,15574,1851,2384,19809,40694,178817,8585,22755,8438,692,3457,1559,0,2867,35761,3466,33394,11125,2208,31186,2345,2086,97,54,3,1134,646,27,8,4172,41341,50756
MI0231-002,MISSAUKEE DISTRICT LIBRARY,LD,SO,Y,OTH,13097,13097,1,0,1,2.23,3.23,191436,9604,0,1249,202289,95545,0,95545,23147,5053,3750,31950,87505,215000,34798,34500,24406,712,4355,2200,137,2500,44650,4955,12825,7360,3775,9050,940,1250,202,93,21,2925,1929,220,14,4680,6200,8895
MI0232-002,HILLSDALE COMMUNITY LIBRARY,CI,SO,Y,OTH,11870,11870,1,0,2,3.03,5.03,174451,9095,2000,78691,264237,125245,53191,178436,19233,2000,2500,23733,62068,264237,74891,52261,19799,1560,3945,1405,0,2496,49213,13752,112060,40522,7487,104573,1100,495,178,103,49,2116,1342,596,16,11302,15695,11221
MI0233-13,MONROE COUNTY LIBRARY SYSTEM,CO,MA,Y,CO1,149955,149955,1,15,20.98,76.71,97.69,7638493,109966,0,524065,8272524,4167314,1559600,5726914,391566,225168,182148,798882,1428962,7954758,1274349,343751,23368,19020,28384,40860,5624,34037,592312,46635,850423,249866,114436,735987,35802,38421,4478,2698,249,122364,77629,3409,222,167480,45002,459502
MI0234-002,MONTMORENCY COUNTY PUBLIC LIBRARIES,CO,MO,Y,CO1,9765,9765,1,2,3.4,2.25,5.65,340980,7161,0,15272,363413,190177,51930,242107,13236,2000,0,15236,81345,338688,44392,42730,15108,1105,2960,5734,0,6240,48262,4771,49118,9806,3852,45266,7740,8912,386,264,48,8076,5418,1093,30,16896,13251,46045
MI0235-002,MOORE PUBLIC LIBRARY,LD,SO,Y,OTH,5072,5072,1,0,1,1.93,2.93,187563,3719,0,23452,214734,91960,3826,95786,18567,3943,5080,27590,79945,203321,9370,25836,8257,676,3395,615,0,2184,11399,2891,19175,4133,2149,17026,1705,1961,114,30,5,1295,297,24,8,2557,3822,2120
MI0236-002,MORTON TOWNSHIP PUBLIC LIBRARY,CI,SO,Y,OTH,6634,6634,1,0,3,0.83,3.83,254078,6823,0,57221,318122,126327,41526,167853,17844,10273,3565,31682,109231,308766,0,29931,450,692,8450,2658,0,1690,37872,8325,43424,8990,7353,36071,1250,1590,130,102,6,4159,3004,210,34,3050,880,12019
MI0237-002,MOUNT CLEMENS PUBLIC LIBRARY,LD,SO,Y,SD2,22857,22857,1,0,5.25,10.45,15.7,1344820,85230,0,6434,1436484,556191,202505,758696,36856,14336,9634,60826,388939,1208461,28873,101334,11310,4908,2669,8768,32,3328,121973,4104,86566,24534,5463,81103,7413,8811,411,168,2,4481,2174,72,14,21133,43415,41020
MI0238-002,MULLIKEN DISTRICT LIBRARY,LD,SO,Y,OTH,1848,1848,1,0,1,0,1,71062,672,0,0,71734,-9,-9,-9,8188,0,4990,13178,-9,79964,0,11362,0,156,0,2408,0,970,4380,2150,8218,2065,0,8218,309,642,5,2,0,55,30,0,2,786,358,5385
MI0239-002,MUNISING SCHOOL PUBLIC LIBRARY,SD,SO,Y,CO2,9623,9623,1,0,2.11,0.66,2.77,181176,10446,0,13387,205009,60702,39650,100352,13525,4902,1578,20005,40561,160918,1400,26519,8543,1399,3883,1504,285,2194,32860,2932,25981,4782,5198,20783,2986,1914,99,33,4,1848,824,62,19,1512,2191,4289
MI0240-002,MUSKEGON AREA DISTRICT LIBRARY,LD,MO,Y,OTH,105852,105852,1,9,16,28.8,44.8,4259182,118697,0,113428,4491307,1517664,532899,2050563,232970,178437,0,411407,932937,3394907,274222,162249,78218,10254,113955,17681,41120,23509,379417,19765,492728,129384,51842,440886,48111,54467,1394,859,107,35085,24222,896,103,64651,28694,141736
MI0241-002,NEGAUNEE PUBLIC LIBRARY,CI,SO,Y,OTH,7656,7656,1,0,1.48,0.35,1.83,70166,5714,0,5772,81652,-9,-9,-9,8850,842,1379,11071,-9,79687,851,33165,8012,1119,3347,370,285,2198,12188,2760,13548,3278,2909,10639,1146,1121,166,71,5,1427,598,163,12,2704,3101,5151
MI0242-002,MACDONALD PUBLIC LIBRARY,CI,SO,Y,OTH,13452,13452,1,0,4,2.83,6.83,515053,10307,0,31433,556793,246918,96006,342924,25498,6621,3426,35545,89124,467593,48916,41125,12157,1808,3980,1924,32,2550,65861,5147,57607,22764,6926,50681,5818,9101,357,225,9,5588,4128,88,10,5595,16991,42481
MI0243-002,NEW BUFFALO TOWNSHIP PUBLIC LIBRARY,CI,SO,Y,OTH,5302,5302,1,0,4.18,3,7.18,390615,3888,0,0,394503,210383,12500,222883,19686,5500,2873,28059,132547,383489,0,35529,12784,1175,2783,1845,355,2652,76580,5276,42851,13620,6392,36459,1817,1858,271,188,36,3521,1652,376,25,9250,7984,14000
MI0244-002,NEWAYGO AREA DISTRICT LIBRARY,LD,SO,Y,OTH,6834,6834,1,0,0,5.25,5.25,259308,5012,0,62080,326400,144647,12640,157287,19978,2723,3866,26567,128285,312139,0,22322,13000,1278,3136,1176,0,2140,44740,1738,38828,16524,2484,36344,3051,3201,135,70,42,3320,2471,290,10,4926,9300,2400
MI0245-002,NILES DISTRICT LIBRARY,LD,SO,Y,OTH,25686,25686,1,0,7.5,10.5,18,1192670,20588,61297,73536,1348091,563767,150293,714060,88653,13048,22259,123960,510071,1348091,0,72796,12476,2803,2487,4689,245,3060,127013,20232,150784,52914,16066,134718,12870,13554,1330,862,148,33266,24551,528,45,26188,0,0
MI0246-002,NORTH ADAMS COMMUNITY MEMORIAL LIBRARY,LD,SO,Y,OTH,4469,4469,1,0,0.75,0.45,1.2,131892,3424,0,9713,145029,-9,-9,-9,5472,1403,758,7633,-9,77856,9730,10154,14146,3,3169,274,0,1560,3504,526,4522,2324,602,3920,446,1096,21,8,0,232,110,0,2,470,470,3259
MI0247-002,NORTH BRANCH TOWNSHIP LIBRARY,CI,SO,Y,OTH,3645,3645,1,0,2.93,1.1,4.03,109863,3380,0,120832,234075,104230,7924,112154,19421,2000,3439,24860,63113,200127,22708,35667,12814,846,1999,2875,0,2340,31200,7255,32100,13137,2883,29217,3017,3547,107,53,4,2059,1312,50,12,3103,9125,9125
MI0248-002,NORTHVILLE DISTRICT LIBRARY,LD,SO,Y,OTH,34467,34467,1,0,12.4,12.08,24.48,2817539,69487,0,303950,3190976,1302368,469157,1771525,116253,102584,74889,293726,688520,2753771,149632,99149,335154,7578,78819,16937,75506,3050,163537,16325,352067,125923,71436,280631,12611,41132,462,253,48,14313,9412,1409,28,19633,16556,200440
MI0249-002,NOTTAWA TOWNSHIP LIBRARY,CI,SO,Y,OTH,6174,6174,1,0,0.6,3.1,3.7,243596,4731,0,5810,254137,116891,9213,126104,29128,2753,4777,36658,19450,182212,37203,26347,30,2728,2480,2099,0,2151,36448,2497,65674,20293,4188,61486,1939,2795,74,43,8,1910,1456,150,7,2689,1500,584
MI0250-002,NOVI PUBLIC LIBRARY,CI,SO,Y,CI1,55374,55374,1,0,13.1,26.65,39.75,2842436,42429,0,245891,3130756,1496934,352041,1848975,180623,55261,132915,368799,676280,2894054,35080,139449,54709,10343,13061,19757,761,3281,463818,22778,937715,394335,79861,857854,41109,59168,1884,536,223,57357,40284,6186,98,41159,1275535,1613944
MI0251-002,OAK PARK PUBLIC LIBRARY,CI,SO,Y,CI1,29319,29319,1,0,4.45,4.13,8.58,810219,22465,7213,28273,868170,337887,236749,574636,45893,6897,7608,60398,177442,812476,0,74697,48274,3792,13038,4812,761,2704,158000,10073,77074,30887,6512,70562,9149,9462,316,92,95,3584,1004,881,19,19635,8523,7191
MI0252-002,ADAMS-PRATT OAKLAND COUNTY LAW LIBRARY,CO,SO,Y,CI1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
MI0253-002,OGEMAW DISTRICT LIBRARY,LD,MO,Y,OTH,12561,12561,1,2,4.5,2.1,6.6,280228,10068,0,0,290296,154063,7200,161263,39000,1900,0,40900,86122,288285,1722,78716,12928,2762,5047,3810,0,4524,16312,3946,66165,9428,3287,62878,1638,1686,76,37,1,1765,1065,45,19,8523,4231,52281
MI0254-002,ONTONAGON TOWNSHIP LIBRARY,CI,MO,Y,OTH,3679,3679,1,1,1,0.5,1.5,56583,4047,0,4358,64988,-9,-9,-9,3847,350,500,4697,-9,64828,160,30155,8249,610,3883,1457,264,2548,13572,1183,16299,3788,1839,14460,860,1262,73,53,0,530,358,0,13,4071,1315,5619
MI0255-002,ORION TOWNSHIP PUBLIC LIBRARY,CI,SO,Y,CI1,35394,35394,1,0,11.44,17.53,28.97,2257160,26547,0,145600,2429307,1196797,301496,1498293,111403,95297,55956,262656,458843,2219792,39545,95832,76964,4467,38141,18736,2415,3024,187431,26776,479544,179734,78245,401299,10897,8859,978,455,78,26205,16078,1519,60,19469,17018,231898
MI0256-002,OSCEOLA TOWNSHIP SCHOOL PUBLIC LIBRARY,SD,SO,Y,SD1,1830,1830,1,0,0.35,0.15,0.5,16916,1402,0,0,18318,-9,-9,-9,1000,0,128,1128,-9,47358,0,8938,0,81,0,8,0,700,1450,675,4044,3274,0,4044,0,0,1,1,0,15,15,0,4,33,0,0
MI0257-002,OSCODA COUNTY LIBRARY,CO,MO,Y,CO1,8640,8640,1,1,1,3.83,4.83,272017,9937,0,5962,287916,115932,14491,130423,19266,3585,1577,24428,150086,304937,86850,29562,2415,335,0,1305,0,3475,20998,4570,19410,0,3022,16388,2452,7055,82,39,0,689,401,0,8,1896,0,0
MI0258-002,OTSEGO COUNTY LIBRARY,CO,MO,Y,CO1,24164,24164,1,2,2.99,7.76,10.75,694426,21321,6527,101369,823643,357590,100569,458159,43263,11572,8388,63223,112697,634079,819075,80284,29425,5168,14612,7100,137,4874,86971,18528,156224,26382,64765,91459,3060,4266,388,286,7,10292,9007,114,74,18642,23023,106971
MI0259-002,OTSEGO DISTRICT PUBLIC LIBRARY,LD,SO,Y,OTH,14230,14230,1,0,2,6.2,8.2,537283,10435,1865,5846,555429,273440,60151,333591,49093,19687,13711,82491,186342,602424,28719,35101,13153,3740,3811,7314,15700,2857,106362,16784,143563,41115,51108,92455,2009,4547,445,219,101,15681,8252,1154,25,13809,12097,35464
MI0260-002,OVID PUBLIC LIBRARY,LD,SO,Y,OTH,5305,5305,1,0,1.5,1.45,2.95,137455,10201,0,2434,150090,57006,21474,78480,8494,5436,0,13930,38642,131052,66763,18518,7718,318,3184,1293,0,2080,28340,4509,31741,9241,1181,30560,969,3289,277,43,11,2783,736,45,5,2631,1621,0
MI0261-002,SHIAWASSEE DISTRICT LIBRARY,LD,MO,Y,OTH,27920,27920,1,1,5.73,11.4,17.13,788290,20474,0,19705,828469,551754,116019,667773,63714,20346,9901,93961,105878,867612,0,72039,15436,5417,2233,2721,0,5890,97344,7852,47626,22136,10743,36883,3141,3909,348,310,0,11425,10505,0,25,14352,3328,23601
MI0262-002,OXFORD PUBLIC LIBRARY,CI,SO,Y,CI1,20526,20526,1,0,11.13,3.33,14.46,1242321,16452,0,72437,1331210,637143,95018,732161,72768,19482,19590,111840,356714,1200715,94381,66781,16254,6276,5346,7438,759,3091,198005,9238,234186,73992,22443,211743,14179,17009,790,513,108,33187,12850,800,43,10210,7430,0
MI0263-002,PARCHMENT COMMUNITY LIBRARY,LD,SO,Y,SD1,9969,9969,1,0,4.13,7.8,11.93,470128,7990,0,20731,498849,311969,25419,337388,28370,10024,7317,45711,120413,503512,7343,33351,16880,3245,5552,2232,834,2695,106638,8069,68554,14379,7925,60629,1804,1995,229,117,0,3517,1328,0,13,5998,6345,20127
MI0264-002,PATHFINDER COMMUNITY LIBRARY,CI,SO,Y,OTH,6341,6341,1,0,1,3,4,192540,5082,0,14000,211622,61000,14000,75000,24450,2000,8000,34450,67250,176700,21300,29726,350,770,0,5450,0,2076,58100,3426,98820,10925,700,98120,1152,1460,35,20,4,1380,887,128,14,15600,11025,7816
MI0265-002,PAW PAW DISTRICT LIBRARY,LD,SO,Y,SD1,13579,13579,1,0,6.7,3.1,9.8,917504,9958,0,40414,967876,475730,90071,565801,41551,8073,7176,56800,257534,880135,0,43518,16709,2039,4528,2468,580,2888,75446,9374,98502,34314,8332,90170,1207,1451,415,198,36,8003,5117,450,15,9921,0,-1
MI0266-002,PENINSULA COMMUNITY LIBRARY,CI,SO,Y,CI1,5433,5433,1,0,2.85,0,2.85,203632,4163,0,20242,228037,126544,18194,144738,11703,0,4471,16174,64338,225250,1449696,15078,0,662,0,1547,0,2678,25032,66107,29268,12941,0,29268,8797,5824,229,99,6,4869,3243,62,4,528,5271,1201
MI0267-002,PENTWATER TOWNSHIP LIBRARY,CI,SO,Y,OTH,1939,1939,1,0,2.39,0,2.39,193308,1422,1414,7177,203321,93733,6837,100570,10372,3247,3824,17443,9643,127656,20722,14330,22984,910,16122,2009,137,2414,20781,1989,28626,5255,11734,16892,1502,1717,138,37,1,2038,1204,10,11,2305,5985,16039
MI0268-002,PETER WHITE PUBLIC LIBRARY,CI,SO,Y,OTH,36441,36441,1,0,18.1,7.78,25.88,1588200,29208,0,377790,1995198,911863,393015,1304878,63361,18767,14662,96790,497214,1898882,1470840,156352,8761,14822,4006,8708,285,2933,193930,20069,255341,90163,29668,225673,8570,7726,691,414,66,21896,13686,1863,57,25177,18744,148741
MI0269-002,PETOSKEY DISTRICT LIBRARY,LD,SO,Y,OTH,16709,16709,1,0,7.4,7.7,15.1,992597,12253,0,70990,1075840,544329,179532,723861,53042,22603,14199,89844,364394,1178099,178128,58224,20593,7406,3237,3952,134,2775,103167,7311,168647,64315,22724,145923,11128,16354,732,270,179,12519,3603,1488,16,13625,22214,107667
MI0270-002,PIGEON DISTRICT LIBRARY,LD,SO,Y,OTH,6654,6654,1,0,1,3.98,4.98,334930,5098,0,29105,369133,147007,24484,171491,28748,1767,7692,38207,53919,263617,27107,30419,4200,1265,5234,3542,2,2548,35952,4761,42777,14953,6500,36277,2735,4745,253,205,6,1543,1228,24,9,1796,850,40065
MI0271-002,PINCKNEY COMMUNITY PUBLIC LIBRARY,LD,SO,Y,OTH,11503,11503,1,0,1.75,5.78,7.53,742329,9220,0,65864,817413,290531,103168,393699,19066,27299,12056,58421,144892,597012,15264,48443,4014,4940,12915,21023,294,2600,190376,14418,94436,32147,15139,79297,2868,3486,905,365,49,14703,5854,575,25,65445,0,844248
MI0272-002,PITTSFORD PUBLIC LIBRARY,CI,SO,Y,OTH,4105,4105,1,0,0.7,0.25,0.95,68972,1516,0,1616,72104,-9,-9,-9,9689,0,1498,11187,-9,82195,0,18875,570,371,679,725,0,1352,3005,3244,7567,1412,1249,6318,465,416,10,5,1,34,19,2,7,570,98,0
MI0273-002,PLYMOUTH DISTRICT LIBRARY,LD,SO,Y,OTH,36656,36656,1,0,13.25,30.25,43.5,4017248,26881,0,308054,4352183,1698340,559941,2258281,300831,61972,137925,500728,1769133,4528142,0,199391,611357,18232,367242,24700,80003,3303,321141,65420,785762,278545,81196,704566,15786,14607,899,371,176,18823,10731,2223,97,33114,121145,2979996
MI0274-002,PONTIAC PUBLIC LIBRARY,CI,SO,Y,CI1,59515,59515,1,0,6,5.9,11.9,789221,33454,7393,71490,901558,434737,73111,507848,29576,17125,25380,72081,526124,1106053,95160,59830,25218,2925,0,4377,815,2700,199110,10273,37197,5153,7041,30156,7185,3945,707,517,61,7137,4706,1383,60,58964,0,12281
MI0275-002,PORT AUSTIN TOWNSHIP LIBRARY,CI,SO,Y,OTH,5033,5033,1,0,1.1,0.4,1.5,112861,3000,0,0,115861,-9,-9,-9,19293,1100,8200,28593,-9,87221,12425,19500,9000,500,2300,3415,0,2288,24500,625,13725,3000,225,13500,450,2020,12,6,0,162,116,0,8,3200,1350,3750
MI0276-002,PORTAGE LAKE DISTRICT LIBRARY,LD,MO,Y,OTH,19629,19629,1,1,8.25,2.5,10.75,561013,15693,0,64893,641599,294761,30668,325429,42506,10183,15718,68407,200449,594285,6738,64298,8543,4282,3883,2524,285,5630,118625,6216,136875,71432,15929,120946,8340,7946,625,310,45,12970,8200,250,18,10120,12333,34185
MI0277-002,PORTAGE DISTRICT LIBRARY,LD,SO,Y,SD2,52170,52170,1,0,14.91,17.36,32.27,3426129,38258,0,1048500,4512887,1334389,463205,1797594,266902,228683,81761,577346,772260,3147200,25805,167221,39472,15817,24187,14291,2675,3415,699351,40393,775246,337406,112993,662253,13416,15012,661,325,111,30653,20640,3630,76,31763,96876,377324
MI0278-002,PORTLAND DISTRICT LIBRARY,LD,SO,Y,OTH,13912,13912,1,0,1.95,5.08,7.03,508800,10660,0,40354,559814,220646,30879,251525,30339,8474,16534,55347,137728,444600,237952,36047,19694,3357,5722,3613,0,2858,65311,14757,75378,34564,7235,68143,1715,3319,352,225,94,5427,3520,669,18,5758,4532,22682
MI0279-002,PRESQUE ISLE DISTRICT LIBRARY,LD,MA,Y,CO2,14878,14878,1,4,9,7.45,16.45,743025,11925,0,110612,865562,451865,46800,498665,33959,10561,5028,49548,224834,773047,33728,54131,14124,1203,2664,4640,134,7620,101169,6135,71088,7955,10638,60450,8509,7992,706,290,9,22322,5652,128,45,6967,7438,41188
MI0280-002,PUTNAM DISTRICT LIBRARY,LD,SO,Y,OTH,6847,6847,1,0,1.15,1.28,2.43,115451,5021,0,23692,144164,63897,0,63897,5633,646,909,7188,41524,112609,0,15039,18683,168,5237,860,0,1837,12673,1278,15606,5386,2599,13007,1933,1595,129,49,7,1716,816,135,8,2855,949,12641
MI0281-002,RAUCHHOLZ MEMORIAL LIBRARY,CI,SO,Y,OTH,6240,6240,1,0,1.13,1.75,2.88,134727,4576,0,84592,223895,79620,21235,100855,12882,1709,1141,15732,33602,150189,0,23979,8438,1016,3457,737,0,2036,11180,1828,24915,10266,2585,22330,928,1284,118,70,3,1285,819,28,10,1770,1164,1500
MI0282-002,RAWSON MEMORIAL LIBRARY,LD,SO,Y,OTH,8891,8891,1,0,3.93,1,4.93,258578,6520,0,0,265098,185269,15451,200720,24179,1440,2078,27697,66180,294597,0,21432,6856,786,3321,2039,0,3120,34916,5085,30296,6702,3309,26987,3304,1957,269,94,13,4009,1542,146,10,3195,1122,5052
MI0283-002,READING COMMUNITY LIBRARY,LD,SO,Y,OTH,5376,5376,1,0,0.93,0.68,1.61,99745,4119,0,8818,112682,-9,-9,-9,4392,1023,1095,6510,-9,79467,0,12684,15886,864,3589,969,0,1703,8125,467,11532,5541,1077,10455,1225,2151,133,47,6,2329,867,36,10,2952,2068,5054
MI0284-002,REED CITY AREA DISTRICT LIBRARY,CI,SO,Y,OTH,8543,8543,1,0,1.63,1,2.63,184896,7428,0,0,192324,85943,7574,93517,13360,2000,3000,18360,127534,239411,12950,18376,14971,676,8450,640,67,1856,27864,9468,25424,11676,1322,24102,2104,3687,109,29,14,1243,631,119,13,5128,8100,14000
MI0285-002,REPUBLIC-MICHIGAMME SCHOOL/ PUBLIC LIBRARY,SD,SO,Y,SD1,1508,1508,1,0,0.45,0,0.45,33375,1155,0,823,35353,-9,-9,-9,4478,0,0,4478,-9,35353,0,14022,0,106,0,167,0,520,4042,197,2573,1657,0,2573,0,0,0,0,0,0,0,0,2,351,109,0
MI0286-002,TIMOTHY C. HAUENSTEIN REYNOLDS TOWNSHIP LIBRARY,CI,SO,Y,OTH,9714,9714,1,0,2,2.13,4.13,294134,7124,0,32895,334153,141807,14076,155883,17071,3326,11416,31813,77550,265246,0,30355,7955,2160,9223,2434,0,2250,38713,3005,42734,19461,1998,40736,3821,3940,222,133,34,7220,5771,298,17,6065,20189,18246
MI0287-002,RICHFIELD TOWNSHIP PUBLIC LIBRARY,CI,SO,Y,CI1,3731,3731,1,0,0.7,0.68,1.38,44146,2736,847,7452,55181,-9,-9,-9,5110,233,1984,7327,-9,58786,0,15092,0,198,8450,1689,0,2132,11523,3025,13746,1645,21,13725,921,888,52,24,1,1519,898,15,7,2003,875,2761
MI0288-002,RICHLAND COMMUNITY LIBRARY,LD,SO,Y,CI2,7580,7580,1,0,3.33,2.75,6.08,347390,21159,0,6726,375275,205140,14803,219943,37412,9315,15196,61923,134986,416852,191752,32894,10684,2275,0,4115,0,1883,51600,3198,90405,36745,7937,82468,2443,3281,317,192,37,7142,3163,364,8,1900,5233,42433
MI0289-002,RICHLAND TOWNSHIP LIBRARY,CI,SO,Y,OTH,3674,3674,1,0,0.8,1.15,1.95,72403,4500,0,10825,87728,-9,-9,-9,10767,0,4827,15594,-9,78391,7938,16371,0,362,8450,2616,0,1461,16105,2872,8921,1975,207,8714,338,598,54,24,0,1164,381,0,16,1964,564,564
MI0290-002,LOIS WAGNER MEMORIAL LIBRARY,CI,SO,Y,OTH,11581,11581,1,0,3.5,0.8,4.3,291335,8874,0,17488,317697,178585,68883,247468,26000,2000,300,28300,59309,335077,0,38660,15509,2759,2886,3237,0,2288,19004,4081,27563,12130,2518,25045,5563,5538,141,60,0,3177,1143,0,13,7496,3323,8505
MI0291-002,RICHMOND TOWNSHIP LIBRARY,CI,SO,Y,CI1,882,882,1,0,0.65,0,0.65,28441,646,0,2537,31624,-9,-9,-9,5573,350,0,5923,-9,31624,0,13258,8249,52,3530,246,264,1298,4141,379,2394,672,308,2086,0,0,25,10,2,374,206,29,8,2261,152,648
MI0292-002,RIVERVIEW PUBLIC LIBRARY,CI,SO,Y,CI1,12486,12486,1,0,1,2.55,3.55,338952,0,0,8821,347773,117307,22045,139352,36057,4400,2541,42998,100426,282776,0,65533,48274,1532,13038,7587,761,1900,23386,2925,91124,31650,3464,87660,17610,4997,147,110,0,2189,1518,0,11,2105,3500,4565
MI0293-002,ROCHESTER HILLS PUBLIC LIBRARY,CI,MO,Y,OTH,100485,100485,1,0,23.53,36.53,60.06,4168208,115026,0,291080,4574314,2552863,573625,3126488,329647,223290,141968,694905,738984,4560377,0,191881,14074,17888,0,45031,0,5876,529046,64607,2017647,853073,163808,1853839,20254,22162,959,516,20,34759,22566,331,91,52393,176434,191987
MI0294-002,ROMEO DISTRICT LIBRARY,LD,MO,Y,OTH,33839,33839,1,1,11,9.05,20.05,2196088,23460,0,192333,2411881,921653,346302,1267955,123461,98399,75747,297607,401716,1967278,405308,73027,12766,6052,2849,19674,0,5972,220896,13841,364755,119551,28273,336482,21843,19565,459,212,73,8350,5216,1320,30,14511,44523,48642
MI0295-002,ROSEVILLE PUBLIC LIBRARY,CI,SO,Y,CI1,47299,47299,1,0,8.03,6.58,14.61,1461692,38372,2450,30707,1533221,679574,253609,933183,60027,7731,15537,83295,276333,1292811,152042,82316,14156,5670,3945,9477,32,2795,96269,22886,181595,35945,20082,161513,5221,3824,260,89,77,2848,1264,591,31,19515,40596,514714
MI0296-002,ROYAL OAK PUBLIC LIBRARY,CI,SO,Y,CI1,57236,57236,1,0,11.38,11.08,22.46,2448909,43855,0,69034,2561798,997444,233320,1230764,144379,93165,61725,299269,465538,1995571,196563,131698,412256,8093,143841,9739,46974,2842,163413,23885,307912,117358,92450,215462,21487,37022,580,382,72,24819,20552,975,34,22861,168617,102190
MI0297-002,ROYAL OAK TOWNSHIP PUBLIC LIBRARY,CI,SO,Y,CI1,2419,2419,1,0,0.53,0.28,0.81,62571,1774,0,994,65339,-9,-9,-9,2500,0,650,3150,-9,63053,0,14112,0,20,0,350,0,1008,2906,1936,809,250,0,809,0,0,110,14,2,479,319,5,20,5036,511,-1
MI0299-002,PUBLIC LIBRARIES OF SAGINAW,LD,MO,Y,OTH,124690,124690,1,3,9.63,32.5,42.13,3369233,112555,0,112325,3594113,1757375,647739,2405114,196002,101789,31253,329044,2709631,5443789,2273596,289394,4100,14544,1200,13845,0,9600,273134,49503,282249,83785,39872,242377,20306,23022,823,420,180,21740,10162,2079,103,65772,42702,275465
MI0300-002,SALINE DISTRICT LIBRARY,LD,SO,Y,SD1,26376,26376,1,0,7.38,14.63,22.01,1965404,80567,0,64474,2110445,1027522,155856,1183378,97754,74030,40191,211975,438379,1833732,300443,97868,38659,10416,13246,10623,853,3275,166485,14871,322285,130161,53063,269222,10973,10279,775,455,93,19878,11527,2938,38,19356,40659,125648
MI0301-002,SANDUSKY DISTRICT LIBRARY,LD,SO,Y,SD1,7103,7103,1,0,1,4,5,279175,5209,0,22388,306772,127438,13733,141171,45862,2795,0,48657,100417,290245,1006,28310,8257,2565,3395,0,0,2476,37000,2400,59036,29310,4056,54980,6576,2791,34,18,4,1650,1100,150,7,3876,148365,0
MI0302-002,SANILAC DISTRICT LIBRARY,LD,SO,Y,SD2,4375,4375,1,0,1.8,1.44,3.24,153818,3208,0,11735,168761,84505,13557,98062,19420,3317,4581,27318,42009,167389,9334,50897,8257,1351,3395,3685,0,1916,27132,7129,73314,18650,2743,70571,539,894,66,59,0,1733,1386,0,9,3375,16962,98573
MI0303-002,SARANAC PUBLIC LIBRARY,CI,MO,Y,OTH,10017,10017,1,1,1,4.99,5.99,499172,8029,0,0,507201,187844,8772,196616,51097,12500,7775,71372,120007,387995,224678,43089,827160,1875,88592,2756,38642,3848,74694,4520,66500,18500,13000,53500,7017,5408,136,73,17,3296,2146,100,12,1610,13226,30795
MI0304-002,SAUGATUCK-DOUGLAS DISTRICT LIBRARY,LD,SO,Y,OTH,5101,5101,1,0,0.88,3.26,4.14,295950,4088,0,22098,322136,150798,13502,164300,20314,15030,4264,39608,79860,283768,724931,19317,22981,2377,8793,2897,752,2357,57073,2344,61704,19683,9477,52227,3362,5176,266,179,19,5023,4357,155,18,8846,17561,46667
